강의번호,강의명,강의실,담당교수,정원,이수구분,영역,학년,학과ID,학점,현재인원
12143,회로이론실험1(캡스톤디자인),H104,,30,,비영역과목,전체학년,,1,0
10886,논리회로실습설계,M217-1,,30,,비영역과목,전체학년,,2,0
10982,기계공학실습설계1,B110,,30,,비영역과목,전체학년,,1,0
10983,기계공학실습설계1,B110,,30,,비영역과목,전체학년,,1,0
10526,논리회로실습설계2,M117,,30,,비영역과목,전체학년,,2,0
10527,논리회로실습설계2,M117,,30,,비영역과목,전체학년,,2,0
10528,고급C프로그래밍실습설계,M211,,30,,비영역과목,전체학년,,2,0
10894,회로이론실습설계1,M218,,30,,비영역과목,전체학년,,2,0
12306,회로이론실습설계1,M218,,30,,비영역과목,전체학년,,2,0
12711,정부회계,U507,,30,,비영역과목,전체학년,,3,0
12637,원가회계,U501,,30,,비영역과목,전체학년,,3,0
10755,금융과정보시스템,U521,,30,,비영역과목,전체학년,,3,0
12076,해부학실습,G302,,30,,비영역과목,전체학년,,1,0
12596,스포츠윤리,G203,,30,,비영역과목,전체학년,,2,0
10114,경찰행정론,U402,,30,,비영역과목,전체학년,,3,0
10897,디지털시스템,M203,,30,,비영역과목,전체학년,,3,0
12507,사회조사방법론,U531,,30,,비영역과목,전체학년,,3,0
10322,감염병,,,30,,비영역과목,전체학년,,2.5,0
12563,미생물학,3230,,30,,비영역과목,전체학년,,3,0
10078,세포생물학,3518,,30,,비영역과목,전체학년,,3,0
10602,컴퓨터언어실습설계,U524,,30,,비영역과목,전체학년,,2,0
10667,비즈니스기획,U501,,30,,비영역과목,전체학년,,3,0
12533,제조원가회계,U636,,30,,비영역과목,전체학년,,3,0
12531,재무회계,U636,,30,,비영역과목,전체학년,,3,0
12323,한국의무용공연문화,RC108,,30,,비영역과목,전체학년,,3,0
10772,생화학,3223,,30,,비영역과목,전체학년,,3,0
10323,임상표현임상통합1,,,30,,비영역과목,전체학년,,1,0
10115,행정조사방법론,U402,,30,,비영역과목,전체학년,,3,0
12732,마케팅원론,U1210,,30,,비영역과목,전체학년,,3,0
11822,구어담화의이해,BI101,,30,,비영역과목,전체학년,,3,0
11825,한국어회화2,BI206,,30,,비영역과목,전체학년,,3,0
11826,한국어학개론,BI206,,30,,비영역과목,전체학년,,3,0
12659,인공지능,ML314,,30,,비영역과목,전체학년,,3,0
12505,공학수학1,M304,,30,,비영역과목,전체학년,,3,0
11519,시각장애학생교육,7514,,30,,비영역과목,전체학년,,3,0
10064,기계제도및CAD,ML605,,30,,비영역과목,전체학년,,3,0
12731,문화산업과국제관계,U1214,,30,,비영역과목,전체학년,,3,0
11780,재무회계,U611,,30,,비영역과목,전체학년,,3,0
12617,영국역사,ML419,,30,,비영역과목,전체학년,,2,0
12662,파이썬프로그래밍,ML304/ML313,,30,,비영역과목,전체학년,,3,0
12669,선형대수학,ML314,,30,,비영역과목,전체학년,,3,0
12717,공업수학,ML515,,30,,비영역과목,전체학년,,2,0
11410,전기전자회로,ML607/ML618,,30,,비영역과목,전체학년,,3,0
11411,전기전자회로실습,ML606,,30,,비영역과목,전체학년,,1,0
13222,전기전자회로실습,ML414,,30,,비영역과목,전체학년,,1,0
13232,전기전자회로실습,ML414,,30,,비영역과목,전체학년,,1,0
12365,C프로그래밍,6115,,30,,비영역과목,전체학년,,3,0
11412,정역학,ML607,,30,,비영역과목,전체학년,,3,0
13199,인체생리학,G305,,30,,비영역과목,전체학년,,3,0
10501,파이썬프로그래밍,9425,,30,,비영역과목,전체학년,,3,0
10898,파이썬프로그래밍,M203,,30,,비영역과목,전체학년,,3,0
11229,드로잉애니메이션2,H410,,30,,비영역과목,전체학년,,3,0
11292,동작표현연구1,H520,,30,,비영역과목,전체학년,,3,0
11317,애니메이션기획,H520,,30,,비영역과목,전체학년,,3,0
13066,시나리오워크숍,H520,,30,,비영역과목,전체학년,,2,0
12718,물리화학1,ML515,,30,,비영역과목,전체학년,,3,0
12720,유기화학1,ML515/ML514,,30,,비영역과목,전체학년,,3,0
12730,에너지기초실험1,ML513,,30,,비영역과목,전체학년,,2,0
13182,에너지기초실험1,ML501,,30,,비영역과목,전체학년,,2,0
11009,전기화학,9528,,30,,비영역과목,전체학년,,3,0
12688,데이터마이닝,ML304,,30,,비영역과목,전체학년,,3,0
11668,이산수학,1505,,30,,비영역과목,전체학년,,3,0
12366,이산수학,6207,,30,,비영역과목,전체학년,,3,0
12376,자료구조,M503,,30,,비영역과목,전체학년,,3,0
12367,웹프로그래밍,6115,,30,,비영역과목,전체학년,,3,0
12689,기업가정신,6111,,30,,비영역과목,전체학년,,3,0
12056,한국고전서사와문화콘텐츠,ML324,,30,,비영역과목,전체학년,,3,0
11234,웹&모바일콘텐츠의이해,ML326,,30,,비영역과목,전체학년,,3,0
11697,중국어듣기말하기3,2302,,30,,비영역과목,전체학년,,3,0
11698,중국어듣기말하기3,2303/2302,,30,,비영역과목,전체학년,,3,0
11699,중국어문법,2303/2302,,30,,비영역과목,전체학년,,3,0
10439,세계영화사,H324,,30,,비영역과목,전체학년,,2,0
10441,영화촬영조명워크숍,H512,,30,,비영역과목,전체학년,,2,0
10442,연기실습1,H311,,30,,비영역과목,전체학년,,2,0
11759,미디어역사,U201,,30,,비영역과목,전체학년,,3,0
11760,미디어글쓰기1,U203,,30,,비영역과목,전체학년,,3,0
11761,빅데이터스토리텔링,U205,,30,,비영역과목,전체학년,,3,0
11762,미디어생태학,U205,,30,,비영역과목,전체학년,,3,0
11642,미국학읽기,ML425,,30,,비영역과목,전체학년,,2,0
11643,현대미국사회문제,ML425,,30,,비영역과목,전체학년,,3,0
11644,과학과언어,ML524,,30,,비영역과목,전체학년,,2,0
11645,영미아동청소년드라마,ML426,,30,,비영역과목,전체학년,,3,0
11647,영미역사와여성,ML426/ML419,,30,,비영역과목,전체학년,,3,0
12733,문화산업이론,U1214,,30,,비영역과목,전체학년,,3,0
11781,원가회계,U639,,30,,비영역과목,전체학년,,3,0
11763,소비자행동론,U201,,30,,비영역과목,전체학년,,3,0
11783,회계이론,U639,,30,,비영역과목,전체학년,,3,0
11047,화장품공학개론,3234/3502,,30,,비영역과목,전체학년,,3,0
10756,보험계약법,U521,,30,,비영역과목,전체학년,,3,0
12375,스포츠과학개론,G202,,30,,비영역과목,전체학년,,2,0
13306,스마트중국어,2303,,30,,비영역과목,전체학년,,3,0
12455,에너지재료개론,ML514/ML515,,30,,비영역과목,전체학년,,3,0
11389,데이터구조1,M610,,30,,비영역과목,전체학년,,3,0
11520,의사소통장애학생교육,7514,,30,,비영역과목,전체학년,,3,0
11521,학습장애학생교육,7312,,30,,비영역과목,전체학년,,3,0
11235,아동청소년문학과콘텐츠,ML325,,30,,비영역과목,전체학년,,3,0
12600,스포츠심리학,3124,,30,,비영역과목,전체학년,,2,0
11010,신소재물리,9528,,30,,비영역과목,전체학년,,3,0
10133,활동분석,1621,,30,,비영역과목,전체학년,,3,0
11764,미디어리터러시2,U205,,30,,비영역과목,전체학년,,3,0
12838,에너지생산및저장공학,6111,,30,,비영역과목,전체학년,,2,0
11279,전기회로이론,ML105,,30,,비영역과목,전체학년,,3,0
11280,자동차메카트로닉스,ML106,,30,,비영역과목,전체학년,,3,0
10443,공연영상작품감상2,U201,,30,,비영역과목,전체학년,,2,0
12102,마케팅원론,U507,,30,,비영역과목,전체학년,,3,0
11784,재무관리1,U609,,30,,비영역과목,전체학년,,3,0
12647,무역실무1,U519,,30,,비영역과목,전체학년,,3,0
11701,중국경제현상과이론1,2303,,30,,비영역과목,전체학년,,3,0
12899,자기주도진로설계,1209,,30,,비영역과목,전체학년,,1,0
12900,자기주도진로설계,3501,,30,,비영역과목,전체학년,,1,0
12901,자기주도진로설계,3427,,30,,비영역과목,전체학년,,1,0
12902,자기주도진로설계,3427,,30,,비영역과목,전체학년,,1,0
12903,자기주도진로설계,3236,,30,,비영역과목,전체학년,,1,0
12904,자기주도진로설계,3518,,30,,비영역과목,전체학년,,1,0
12905,자기주도진로설계,G202,,30,,비영역과목,전체학년,,1,0
12906,자기주도진로설계,G203,,30,,비영역과목,전체학년,,1,0
12907,자기주도진로설계,G305,,30,,비영역과목,전체학년,,1,0
12908,자기주도진로설계,7313,,30,,비영역과목,전체학년,,1,0
12909,자기주도진로설계,7312,,30,,비영역과목,전체학년,,1,0
12910,자기주도진로설계,7413,,30,,비영역과목,전체학년,,1,0
12911,자기주도진로설계,U426,,30,,비영역과목,전체학년,,1,0
12912,자기주도진로설계,U303,,30,,비영역과목,전체학년,,1,0
12913,자기주도진로설계,U316,,30,,비영역과목,전체학년,,1,0
12914,자기주도진로설계,U404,,30,,비영역과목,전체학년,,1,0
12915,자기주도진로설계,U111,,30,,비영역과목,전체학년,,1,0
12916,자기주도진로설계,U519,,30,,비영역과목,전체학년,,1,0
12917,자기주도진로설계,U531,,30,,비영역과목,전체학년,,1,0
12918,자기주도진로설계,U305,,30,,비영역과목,전체학년,,1,0
12919,자기주도진로설계,U428,,30,,비영역과목,전체학년,,1,0
12920,자기주도진로설계,U413,,30,,비영역과목,전체학년,,1,0
12921,자기주도진로설계,U1210,,30,,비영역과목,전체학년,,1,0
12922,자기주도진로설계,U609,,30,,비영역과목,전체학년,,1,0
12923,자기주도진로설계,M610,,30,,비영역과목,전체학년,,1,0
12924,자기주도진로설계,M419,,30,,비영역과목,전체학년,,1,0
12925,자기주도진로설계,M303,,30,,비영역과목,전체학년,,1,0
12926,자기주도진로설계,9120,,30,,비영역과목,전체학년,,1,0
12927,자기주도진로설계,9543,,30,,비영역과목,전체학년,,1,0
12928,자기주도진로설계,9528,,30,,비영역과목,전체학년,,1,0
12929,자기주도진로설계,U620,,30,,비영역과목,전체학년,,1,0
12930,자기주도진로설계,U620,,30,,비영역과목,전체학년,,1,0
12931,자기주도진로설계,BI205,,30,,비영역과목,전체학년,,1,0
12932,자기주도진로설계,M503,,30,,비영역과목,전체학년,,1,0
12933,자기주도진로설계,9428,,30,,비영역과목,전체학년,,1,0
12934,자기주도진로설계,6209,,30,,비영역과목,전체학년,,1,0
12935,자기주도진로설계,1502,,30,,비영역과목,전체학년,,1,0
12936,자기주도진로설계,ML313,,30,,비영역과목,전체학년,,1,0
12937,자기주도진로설계,ML415,,30,,비영역과목,전체학년,,1,0
12938,자기주도진로설계,1522,,30,,비영역과목,전체학년,,1,0
12939,자기주도진로설계,1701,,30,,비영역과목,전체학년,,1,0
12940,자기주도진로설계,5502,,30,,비영역과목,전체학년,,1,0
12941,자기주도진로설계,1308,,30,,비영역과목,전체학년,,1,0
12942,자기주도진로설계,3234,,30,,비영역과목,전체학년,,1,0
12943,자기주도진로설계,ML618,,30,,비영역과목,전체학년,,1,0
12944,자기주도진로설계,ML317,,30,,비영역과목,전체학년,,1,0
12945,자기주도진로설계,ML424,,30,,비영역과목,전체학년,,1,0
12946,자기주도진로설계,ML424,,30,,비영역과목,전체학년,,1,0
12947,자기주도진로설계,2302,,30,,비영역과목,전체학년,,1,0
12948,자기주도진로설계,U113,,30,,비영역과목,전체학년,,1,0
12949,자기주도진로설계,B223,,30,,비영역과목,전체학년,,1,0
12950,자기주도진로설계,H316,,30,,비영역과목,전체학년,,1,0
12951,자기주도진로설계,ML105,,30,,비영역과목,전체학년,,1,0
12952,자기주도진로설계,ML525,,30,,비영역과목,전체학년,,1,0
12953,자기주도진로설계,H324,,30,,비영역과목,전체학년,,1,0
12104,미술의이해와감상,1406,,30,,인문과예술(중핵),전체학년,,3,0
12105,미술의이해와감상,1406,,30,,인문과예술(중핵),전체학년,,3,0
12106,미술의이해와감상,1406,,30,,인문과예술(중핵),전체학년,,3,0
12282,중국어,2304,,30,,국제사회언어(중핵),전체학년,,3,0
12283,중국어,2304,,30,,국제사회언어(중핵),전체학년,,3,0
12284,독일어,6508,,30,,국제사회언어(중핵),전체학년,,3,0
12123,현대사회와심리학,1202,,30,,인간과사회(중핵),전체학년,,3,0
12124,현대사회와심리학,U626,,30,,인간과사회(중핵),전체학년,,3,0
12285,영어,U603,,30,,국제사회언어(중핵),전체학년,,3,0
12758,영어,U626,,30,,국제사회언어(중핵),전체학년,,3,0
12330,일본어,U229,,30,,국제사회언어(중핵),전체학년,,3,0
12331,일본어,U225,,30,,국제사회언어(중핵),전체학년,,3,0
12286,한국어(외국인전용) [학내가상],학내가상,,30,,국제사회언어(중핵),전체학년,,3,0
11714,격동의중국근현대사,2302,,30,,비영역과목,전체학년,,3,0
12217,적정기술과글로벌협력,U638,,30,,자연과기술(중핵),전체학년,,3,0
12107,고전문학의세계,6508,,30,,인문과예술(중핵),전체학년,,3,0
12329,법과사회정의,9142,,30,,인간과사회(중핵),전체학년,,3,0
12115,인류문명사,U632,,30,,인문과예술(중핵),전체학년,,3,0
12108,음악의이해와감상,U613,,30,,인문과예술(중핵),전체학년,,3,0
12109,음악의이해와감상,U613,,30,,인문과예술(중핵),전체학년,,3,0
12110,공연예술의이해와감상,9144,,30,,인문과예술(중핵),전체학년,,3,0
12122,커뮤니케이션과사회,U205,,30,,인간과사회(중핵),전체학년,,3,0
12117,지리와문명,ML325,,30,,인간과사회(중핵),전체학년,,3,0
12120,인간과복지,U406,,30,,인간과사회(중핵),전체학년,,3,0
12287,프랑스어,U626,,30,,국제사회언어(중핵),전체학년,,3,0
12288,프랑스어,U626,,30,,국제사회언어(중핵),전체학년,,3,0
12289,스페인어,6508,,30,,국제사회언어(중핵),전체학년,,3,0
12757,스페인어,6508,,30,,국제사회언어(중핵),전체학년,,3,0
12290,러시아어,U603,,30,,국제사회언어(중핵),전체학년,,3,0
12277,환경과에너지,U303,,30,,자연과기술(중핵),전체학년,,3,0
12297,가상증강현실의이해,H204,,30,,SW와AI(중핵),전체학년,,3,0
12298,가상증강현실의이해,H204,,30,,SW와AI(중핵),전체학년,,3,0
12281,뇌과학의신비,ML607,,30,,생명과건강(중핵),전체학년,,3,0
12279,보건과사회,1604,,30,,생명과건강(중핵),전체학년,,3,0
12324,국제관계이론과실제,BI205,,30,,비영역과목,전체학년,,3,0
12130,마케팅원리,BI208,,30,,비영역과목,전체학년,,3,0
13028,블록체인과경제,U428,,30,,비영역과목,전체학년,,3,0
12116,경제생활과인간,U521,,30,,인간과사회(중핵),전체학년,,3,0
12278,물질의세계,U606,,30,,자연과기술(중핵),전체학년,,3,0
11669,예비창업설계,1502,,30,,비영역과목,전체학년,,2,0
12377,예비창업설계,M503,,30,,비영역과목,전체학년,,2,0
12378,예비창업설계,M502,,30,,비영역과목,전체학년,,2,0
13217,예비창업설계,ML416,,30,,비영역과목,전체학년,,2,0
12334,"데이터,통계그리고인공지능기초",U524,,30,,SW와AI(중핵),전체학년,,3,0
10264,사회복지실천기술론,6403,,30,,비영역과목,전체학년,,3,0
10444,문화예술교육개론,H324,,30,,비영역과목,전체학년,,2,0
12780,3D프린터,6111,,30,,비영역과목,전체학년,,3,0
12839,3D프린터,9115,,30,,비영역과목,전체학년,,3,0
12859,3D프린터,9115,,30,,비영역과목,전체학년,,3,0
12781,PLC입문,6201,,30,,비영역과목,전체학년,,2,0
12840,PLC입문,6201,,30,,비영역과목,전체학년,,2,0
12782,3D CAD,6111,,30,,비영역과목,전체학년,,3,0
12841,3D CAD,6111,,30,,비영역과목,전체학년,,2,0
13214,놀이치료,7413,,30,,비영역과목,전체학년,,3,0
10773,조리원리및실습,3427,,30,,비영역과목,전체학년,,4,0
11012,전자재료과학,9528,,30,,비영역과목,전체학년,,3,0
12535,기업경영실무사례3,U636,,30,,비영역과목,전체학년,,3,0
12581,기업경영실무사례3,U636,,30,,비영역과목,전체학년,,3,0
12589,기업경영실무사례3,U636,,30,,비영역과목,전체학년,,3,0
12819,스마트팩토리구축실무 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12842,반도체기초 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12860,화장품기준관리 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
10280,지역사회복지론,6403,,30,,비영역과목,전체학년,,3,0
10269,사회복지정책론,6403,,30,,비영역과목,전체학년,,3,0
10265,사회복지와문화다양성,6403,,30,,비영역과목,전체학년,,3,0
12111,"꿈꾸는문학,아름다운인생",H206,,30,,인문과예술(중핵),전체학년,,3,0
12112,"인문,예술과그림책",9144,,30,,인문과예술(중핵),전체학년,,3,0
12119,영상물속의법적문제,9144,,30,,인간과사회(중핵),전체학년,,3,0
12340,파이썬과프로그래밍,6126,,30,,SW와AI(중핵),전체학년,,3,0
13297,파이썬과프로그래밍,1504,,30,,SW와AI(중핵),전체학년,,3,0
10062,병태생리학2및실습,1209,,30,,비영역과목,전체학년,,2,0
12509,병태생리학2및실습,1209,,30,,비영역과목,전체학년,,2,0
10324,수술치료의입문,,,30,,비영역과목,전체학년,,1,0
12379,리눅스시스템,M520,,30,,비영역과목,전체학년,,3,0
11236,은유와문화,ML324,,30,,비영역과목,전체학년,,3,0
11765,브랜드관리,U205,,30,,비영역과목,전체학년,,3,0
10096,가창실기2,H405,,30,,비영역과목,전체학년,,2,0
10445,영화제작워크숍1(캡스톤디자인),H512,,30,,비영역과목,전체학년,,2,0
11671,의료전기전자,1505,,30,,비영역과목,전체학년,,3,0
11672,의료전기전자실습(캡스톤디자인),1507,,30,,비영역과목,전체학년,,1,0
11673,의료전기전자실습(캡스톤디자인),1507,,30,,비영역과목,전체학년,,1,0
12325,발표기술,BI202,,30,,비영역과목,전체학년,,3,0
12648,리포트잘쓰는법,U606,,30,,인문학영역,전체학년,,2,0
11942,토론과발표를위한글쓰기,RC202,,30,,인문학영역,전체학년,,2,0
12649,취업준비와실용글쓰기,U634,,30,,취업과창업영역,전체학년,,2,0
11281,일반기계설계,ML106,,30,,비영역과목,전체학년,,3,0
10835,근골격해부학,G305,,30,,비영역과목,전체학년,,2,0
11237,게임스토리텔링(캡스톤디자인),ML326,,30,,비영역과목,전체학년,,3,0
11766,전략커뮤니케이션고전읽기,H212,,30,,비영역과목,전체학년,,3,0
12759,건축모더니즘,B223,,30,,비영역과목,전체학년,,3,0
11778,일반구조학,B223,,30,,비영역과목,전체학년,,3,0
10668,컴퓨터활용능력1,U524,,30,,비영역과목,전체학년,,3,0
11078,주식투자론,U428,,30,,비영역과목,전체학년,,3,0
11390,알고리즘기초,X018,,30,,비영역과목,전체학년,,3,0
10985,기계제도,B103,,30,,비영역과목,전체학년,,2,0
10986,기계제도,B103,,30,,비영역과목,전체학년,,2,0
10033,의과학연구2-1,1205,,30,,비영역과목,전체학년,,1,0
10026,사람몸살펴보기,1205,,30,,비영역과목,전체학년,,3,0
10034,분자기능과질병,1205,,30,,비영역과목,전체학년,,3,0
10035,리더십과의사소통,1205,,30,,비영역과목,전체학년,,2,0
12861,화학반응공학,6207,,30,,비영역과목,전체학년,,2,0
10446,무용실습1,H405,,30,,비영역과목,전체학년,,2,0
10447,공연제작워크숍1(캡스톤디자인),H405,,30,,비영역과목,전체학년,,2,0
10079,생명과학실험1,3335,,30,,비영역과목,전체학년,,5,0
10080,생명과학실험1,3335,,30,,비영역과목,전체학년,,5,0
10036,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10037,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10038,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10039,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10040,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10041,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10042,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10043,의과학연구선택실습1,1205,,30,,비영역과목,전체학년,,1,0
10530,회로이론실습설계1(캡스톤디자인),M117,,30,,비영역과목,전체학년,,2,0
10531,회로이론실습설계1(캡스톤디자인),M117,,30,,비영역과목,전체학년,,2,0
12291,4차산업혁명과데이터과학,6126,,30,,SW와AI(중핵),전체학년,,3,0
12292,4차산업혁명과데이터과학,6126,,30,,SW와AI(중핵),전체학년,,3,0
12339,인공지능알고리즘수학,6205,,30,,SW와AI(중핵),전체학년,,3,0
12113,서사로서의소설과영화,U613,,30,,인문과예술(중핵),전체학년,,3,0
12114,신화와현대문화,H205,,30,,인문과예술(중핵),전체학년,,3,0
12118,대학생을위한행복레슨 [학내가상],학내가상,,30,,인간과사회(중핵),전체학년,,3,0
12293,AI리터러시,6125,,30,,SW와AI(중핵),전체학년,,3,0
12294,AI리터러시,6125,,30,,SW와AI(중핵),전체학년,,3,0
12295,AI와사용자경험,6126,,30,,SW와AI(중핵),전체학년,,3,0
12296,AI와사용자경험,6126,,30,,SW와AI(중핵),전체학년,,3,0
12338,웹페이지제작의실제,6126,,30,,SW와AI(중핵),전체학년,,3,0
13301,웹페이지제작의실제,6125,,30,,SW와AI(중핵),전체학년,,3,0
12368,융복합콘텐츠스토리텔링,6115,,30,,비영역과목,전체학년,,3,0
12369,메타버스&게임엔진,6115,,30,,비영역과목,전체학년,,3,0
10149,데이터분석,6205,,30,,비영역과목,전체학년,,3,0
12580,스포츠논리및논술,G203,,30,,비영역과목,전체학년,,2,0
10532,기초전자기학,M101,,30,,비영역과목,전체학년,,3,0
13284,극장실습3(캡스톤디자인),H411,,30,,비영역과목,전체학년,,1,0
12544,고용관계론,U507,,30,,비영역과목,전체학년,,3,0
12645,머신러닝의이해,6125,,30,,SW와AI(중핵),전체학년,,3,0
11359,3D모델링과리깅2,H319,,30,,비영역과목,전체학년,,3,0
12583,3D모델링과리깅2,H319,,30,,비영역과목,전체학년,,3,0
10449,무대음향과조명실습1(캡스톤디자인),H514,,30,,비영역과목,전체학년,,2,0
12532,문화콘텐츠경영,U636,,30,,비영역과목,전체학년,,3,0
12821,프로젝트기반설계1,6201,,30,,비영역과목,전체학년,,2,0
12843,프로젝트기반설계1,6205,,30,,비영역과목,전체학년,,2,0
12862,프로젝트기반설계1,6207,,30,,비영역과목,전체학년,,2,0
10044,순천향사랑,1205,,30,,비영역과목,전체학년,,1,0
10045,유전학,1205,,30,,비영역과목,전체학년,,2,0
10325,전문과별환자공감,,,30,,비영역과목,전체학년,,1,0
10326,의과학연구4-Ⅰ:임상진료입문과연구,,,30,,비영역과목,전체학년,,2,0
12121,초연결사회와기술의이해,9142,,30,,인간과사회(중핵),전체학년,,3,0
12768,나만의웹페이지만들기A,6126,,30,,SW와AI(중핵),전체학년,,3,0
12769,나만의웹페이지만들기B,6126,,30,,SW와AI(중핵),전체학년,,3,0
12332,나만의데이터분석A,6205,,30,,SW와AI(중핵),전체학년,,3,0
12333,나만의데이터분석B,6125,,30,,SW와AI(중핵),전체학년,,3,0
12335,빅데이터와정보기술A,6207,,30,,SW와AI(중핵),전체학년,,3,0
12336,빅데이터와정보기술B,6125,,30,,SW와AI(중핵),전체학년,,3,0
12734,엔터테인먼트경영론,U1210,,30,,비영역과목,전체학년,,3,0
12519,디지털영상편집기초,U203,,30,,비영역과목,전체학년,,3,0
12625,해외시장조사론,U531,,30,,비영역과목,전체학년,,3,0
12523,전자기학1,M203,,30,,비영역과목,전체학년,,3,0
12573,스포츠현장조사론(캡스톤디자인),G203,,30,,비영역과목,전체학년,,3,0
12767,일상속의디스플레이,9142,,30,,SW와AI(중핵),전체학년,,3,0
13233,로컬크리에이터이코노미와창업,6511,,30,,인간과사회(중핵),전체학년,,3,0
12638,디지털논리설계,ML117,,30,,비영역과목,전체학년,,3,0
13281,현대민주주의의이해,9142,,30,,인간과사회(중핵),전체학년,,3,0
13285,디스플레이재료공학실험1,9534,,30,,비영역과목,전체학년,,2,0
13310,디스플레이재료공학실험1,9534,,30,,비영역과목,전체학년,,2,0
12602,골프1,X008,,30,,비영역과목,전체학년,,1,0
11212,관광자원개발론,U210,,30,,비영역과목,전체학년,,3,0
11213,관광조사방법론,U524,,30,,비영역과목,전체학년,,3,0
11509,교육방법및교육공학,,,30,,비영역과목,전체학년,,2,0
12651,국제무역론,U529,,30,,비영역과목,전체학년,,3,0
11013,금속재료,9528,,30,,비영역과목,전체학년,,3,0
10774,단체급식,3223/3427,,30,,비영역과목,전체학년,,3,0
10865,대기오염통제,3131,,30,,비영역과목,전체학년,,3,0
10116,도시행정론,U402,,30,,비영역과목,전체학년,,3,0
10081,동물생리학,3519,,30,,비영역과목,전체학년,,3,0
12396,마이크로프로세서,M304,,30,,비영역과목,전체학년,,3,0
13302,마이크로프로세서,ML415,,30,,비영역과목,전체학년,,3,0
10625,무기화학1,3501/3232,,30,,비영역과목,전체학년,,3,0
12652,무역영어,U519,,30,,비영역과목,전체학년,,3,0
10070,분자생물학,3234,,30,,비영역과목,전체학년,,3,0
10626,물리화학실험1,3422,,30,,비영역과목,전체학년,,2,0
10603,물질전달,9547,,30,,비영역과목,전체학년,,2,0
12740,반도체공학,ML515,,30,,비영역과목,전체학년,,3,0
12984,분자생물학,1624,,30,,비영역과목,전체학년,,3,0
10083,분자생물학1,3519,,30,,비영역과목,전체학년,,3,0
10627,생화학1,3329,,30,,비영역과목,전체학년,,3,0
11511,성인간호학3,116,,30,,비영역과목,전체학년,,2,0
12302,성인간호학3,117,,30,,비영역과목,전체학년,,2,0
11554,성인간호학2임상실습,105-1,,30,,비영역과목,전체학년,,1.5,0
11555,성인간호학2임상실습,116,,30,,비영역과목,전체학년,,1.5,0
11556,성인간호학1임상실습,105-1,,30,,비영역과목,전체학년,,1.5,0
11557,성인간호학1임상실습,116,,30,,비영역과목,전체학년,,1.5,0
12071,수치해석,B124,,30,,비영역과목,전체학년,,3,0
10836,스포츠영양학,G305,,30,,비영역과목,전체학년,,2,0
11558,아동간호학1,116,,30,,비영역과목,전체학년,,2,0
12303,아동간호학1,117,,30,,비영역과목,전체학년,,2,0
11501,아동간호학1임상실습,105-2,,30,,비영역과목,전체학년,,1.5,0
11502,아동간호학1임상실습,116,,30,,비영역과목,전체학년,,1.5,0
11675,알고리즘,1504,,30,,비영역과목,전체학년,,3,0
12317,알고리즘,9428,,30,,비영역과목,전체학년,,3,0
12822,열전달,6414,,30,,비영역과목,전체학년,,3,0
11391,운영체제,M618,,30,,비영역과목,전체학년,,3,0
10628,유기반응,3501,,30,,비영역과목,전체학년,,3,0
10084,유전공학,3228,,30,,비영역과목,전체학년,,3,0
11676,인공지능,1504,,30,,비영역과목,전체학년,,3,0
12639,인공지능,ML117,,30,,비영역과목,전체학년,,3,0
10117,재무행정론,U301,,30,,비영역과목,전체학년,,3,0
12498,전공영어1,H214,,30,,비영역과목,전체학년,,1,0
12499,전공영어1,H214,,30,,비영역과목,전체학년,,1,0
12500,전공영어1,H214,,30,,비영역과목,전체학년,,1,0
10988,전공영어3,B114,,30,,비영역과목,전체학년,,1,0
12497,전기기계1,M304,,30,,비영역과목,전체학년,,3,0
12615,전략경영론,U509,,30,,비영역과목,전체학년,,3,0
10533,전자회로1,M101,,30,,비영역과목,전체학년,,3,0
12144,전자회로1,M404,,30,,비영역과목,전체학년,,3,0
12496,전자회로1,M303,,30,,비영역과목,전체학년,,3,0
12495,전자회로실험1,M321/H216/M321,,30,,비영역과목,전체학년,,1,0
10502,정보이론,9428,,30,,비영역과목,전체학년,,3,0
12613,재무관리,U507,,30,,비영역과목,전체학년,,3,0
12145,제어공학1,M419/M404,,30,,비영역과목,전체학년,,3,0
12494,제어공학1,M304,,30,,비영역과목,전체학년,,3,0
10085,조직학,3230,,30,,비영역과목,전체학년,,3,0
11536,지역사회간호학1,116,,30,,비영역과목,전체학년,,3,0
12510,지역사회간호학1,6122/117,,30,,비영역과목,전체학년,,3,0
11559,지역사회간호학1실습,105-3,,30,,비영역과목,전체학년,,1.5,0
11560,지역사회간호학1실습,116,,30,,비영역과목,전체학년,,1.5,0
12347,채권법총론,U426,,30,,비영역과목,전체학년,,3,0
12080,체육학연구법,3330,,30,,비영역과목,전체학년,,2,0
