강의번호,강의명,강의실,담당교수,정원,이수구분,영역,학년,학과ID,학점,현재인원
11855,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11856,컴퓨터코딩과문제해결,3210,,30,,비영역과목,전체학년,,2,0
11857,컴퓨터코딩과문제해결,3210,,30,,비영역과목,전체학년,,2,0
11858,컴퓨터코딩과문제해결,U524,,30,,비영역과목,전체학년,,2,0
11859,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11860,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11861,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11863,컴퓨터코딩과문제해결,U524,,30,,비영역과목,전체학년,,2,0
11864,컴퓨터코딩과문제해결,M615,,30,,비영역과목,전체학년,,2,0
11865,컴퓨터코딩과문제해결,M615,,30,,비영역과목,전체학년,,2,0
11866,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11867,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11868,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11869,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11870,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11871,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11872,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11873,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11874,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11875,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11876,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11877,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11878,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11879,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11880,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11881,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11882,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11883,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11884,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11885,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11886,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11887,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
11888,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
12061,컴퓨터코딩과문제해결,3209,,30,,비영역과목,전체학년,,2,0
13272,디지털리터러시,ML117,,30,,MLS영역,전체학년,,2,0
12608,전자공학세미나,M102,,30,,비영역과목,전체학년,,3,0
12572,스포츠경영실무와컴퓨팅,U524,,30,,비영역과목,전체학년,,2,0
12586,글로벌스포츠산업인사이트,G202,,30,,비영역과목,전체학년,,2,0
12616,영미문화콘텐츠,ML419,,30,,비영역과목,전체학년,,2,0
13259,청정에너지개론,6118,,30,,비영역과목,전체학년,,3,0
13248,헬스케어융합개론,6302,,30,,비영역과목,전체학년,,3,0
13249,인간공학디자인,6302,,30,,비영역과목,전체학년,,3,0
13264,의생명융합개론1,6341,,30,,비영역과목,전체학년,,3,0
13265,첨단바이오개론1,6341,,30,,비영역과목,전체학년,,3,0
13266,바이오의약용어,6341,,30,,비영역과목,전체학년,,3,0
13273,기초임상의이해,,,30,,비영역과목,전체학년,,3,0
13274,중개연구론1,,,30,,비영역과목,전체학년,,3,0
13279,대학물리1,6120,,30,,비영역과목,전체학년,,3,0
10051,간호윤리학,1209,,30,,비영역과목,전체학년,,2,0
12304,간호윤리학,1209,,30,,비영역과목,전체학년,,2,0
10154,사회복지실천론,U404,,30,,비영역과목,전체학년,,3,0
11811,거시경제학,BI207,,30,,비영역과목,전체학년,,3,0
10769,고급영양학,3427/3223,,30,,비영역과목,전체학년,,3,0
11277,고급프로그래밍,ML117,,30,,비영역과목,전체학년,,3,0
10598,공업수학1,9547,,30,,비영역과목,전체학년,,2,0
10944,공업수학1,B114,,30,,비영역과목,전체학년,,3,0
11516,교육과정,6516,,30,,비영역과목,전체학년,,2,0
10053,교육사회,6118,,30,,비영역과목,전체학년,,2,0
10054,교육학개론,6108,,30,,비영역과목,전체학년,,2,0
10055,기본간호학1,1202,,30,,비영역과목,전체학년,,2,0
12511,기본간호학1,1202,,30,,비영역과목,전체학년,,2,0
10056,기본간호학1실습,3513,,30,,비영역과목,전체학년,,1.5,0
10057,기본간호학1실습,3513,,30,,비영역과목,전체학년,,1.5,0
11505,기본간호학1실습,3513,,30,,비영역과목,전체학년,,1.5,0
11506,기본간호학1실습,3513,,30,,비영역과목,전체학년,,1.5,0
13294,기본간호학1실습,3513,,30,,비영역과목,전체학년,,1.5,0
10660,기생충학,5501,,30,,비영역과목,전체학년,,3,0
12135,논리회로1,M404,,30,,비영역과목,전체학년,,3,0
10522,논리회로설계2,M102,,30,,비영역과목,전체학년,,3,0
10859,대기오염개론,3131,,30,,비영역과목,전체학년,,3,0
12316,데이터통신,9429,,30,,비영역과목,전체학년,,3,0
10478,물리화학,9543,,30,,비영역과목,전체학년,,3,0
10665,미생물학2,5501,,30,,비영역과목,전체학년,,3,0
10752,미시경제학,U521,,30,,비영역과목,전체학년,,3,0
11077,미시경제학,U428,,30,,비영역과목,전체학년,,3,0
12640,미시경제학,U529,,30,,비영역과목,전체학년,,3,0
12991,발생학,1701,,30,,비영역과목,전체학년,,3,0
10860,보건통계학,3236,,30,,비영역과목,전체학년,,3,0
10620,분석화학1,3232,,30,,비영역과목,전체학년,,3,0
10861,분석화학실험,3120,,30,,비영역과목,전체학년,,2,0
10368,사회복지행정론,U404,,30,,비영역과목,전체학년,,3,0
12345,상법총론,U309,,30,,비영역과목,전체학년,,3,0
10466,생화학1,3234,,30,,비영역과목,전체학년,,3,0
10666,생화학1,5502,,30,,비영역과목,전체학년,,3,0
10068,생화학실험,3107,,30,,비영역과목,전체학년,,1,0
11380,선형대수,M610,,30,,비영역과목,전체학년,,3,0
11006,세라믹개론,9525,,30,,비영역과목,전체학년,,3,0
12311,소비자행동론,U509,,30,,비영역과목,전체학년,,3,0
12068,수영2,X004,,30,,비영역과목,전체학년,,1,0
10477,시스템프로그래밍,9425,,30,,비영역과목,전체학년,,3,0
10770,식품미생물학,3519,,30,,비영역과목,전체학년,,3,0
10553,아동문학,7508,,30,,비영역과목,전체학년,,3,0
10369,아동복지론,U404,,30,,비영역과목,전체학년,,3,0
10060,약리학,1202,,30,,비영역과목,전체학년,,2,0
12475,어셈블리언어,9428,,30,,비영역과목,전체학년,,3,0
11819,언어의이해,BI207,,30,,비영역과목,전체학년,,3,0
11208,외식경영론,U207,,30,,비영역과목,전체학년,,3,0
10252,유기화학1,1621,,30,,비영역과목,전체학년,,3,0
10599,유기화학1,9120,,30,,비영역과목,전체학년,,3,0
10621,유기화학1,3232,,30,,비영역과목,전체학년,,3,0
10008,유기화학2,3230,,30,,비영역과목,전체학년,,3,0
10253,유기화학실험,3422,,30,,비영역과목,전체학년,,1,0
10622,유기화학실험1,3422,,30,,비영역과목,전체학년,,2,0
10009,유전학,3228,,30,,비영역과목,전체학년,,3,0
12069,육상1,X000,,30,,비영역과목,전체학년,,1,0
12356,이산수학,M502,,30,,비영역과목,전체학년,,3,0
10112,인사행정론,U303,,30,,비영역과목,전체학년,,3,0
10499,자료구조,9425,,30,,비영역과목,전체학년,,3,0
13096,자료구조,ML518,,30,,비영역과목,전체학년,,3,0
11007,재료공학1,9529,,30,,비영역과목,전체학년,,3,0
10633,재무회계,U509,,30,,비영역과목,전체학년,,3,0
10753,재무회계,U521,,30,,비영역과목,전체학년,,3,0
10968,전공영어1,B114,,30,,비영역과목,전체학년,,1,0
10969,전공영어1,B114,,30,,비영역과목,전체학년,,1,0
10970,전공영어1,B114,,30,,비영역과목,전체학년,,1,0
13067,정보체계론,U426,,30,,비영역과목,전체학년,,3,0
10726,조직학,5502,,30,,비영역과목,전체학년,,3,0
12979,증권시장론,U415,,30,,비영역과목,전체학년,,3,0
10031,행동과학,1205,,30,,비영역과목,전체학년,,2,0
12343,행정법총론,U426,,30,,비영역과목,전체학년,,3,0
13231,헌법2,U309,,30,,비영역과목,전체학년,,3,0
11585,형법총론,U316,,30,,비영역과목,전체학년,,3,0
10315,호흡기학,,,30,,비영역과목,전체학년,,3,0
10600,화공양론1,9547,,30,,비영역과목,전체학년,,3,0
10479,환경화학,9543,,30,,비영역과목,전체학년,,3,0
10884,회로이론1,M203,,30,,비영역과목,전체학년,,3,0
11326,회로이론1,M303,,30,,비영역과목,전체학년,,3,0
12136,회로이론1,M404,,30,,비영역과목,전체학년,,3,0
10370,장애인복지론,U406,,30,,비영역과목,전체학년,,3,0
10972,고체역학1,B124,,30,,비영역과목,전체학년,,3,0
10973,열역학1,B114,,30,,비영역과목,전체학년,,3,0
12424,기구학,B103,,30,,비영역과목,전체학년,,3,0
11209,관광과문화,U305,,30,,비영역과목,전체학년,,3,0
10975,공업수학1,B114,,30,,비영역과목,전체학년,,3,0
10862,환경생태학,3124,,30,,비영역과목,전체학년,,3,0
12070,체조1,G401,,30,,비영역과목,전체학년,,1,0
12137,선형시스템,M419,,30,,비영역과목,전체학년,,3,0
10523,회로이론1,M102,,30,,비영역과목,전체학년,,3,0
12072,스포츠심리학,G202,,30,,비영역과목,전체학년,,2,0
13202,청소년지도방법론,7413,,30,,비영역과목,전체학년,,3,0
10828,심폐기능학,G305,,30,,비영역과목,전체학년,,2,0
11595,범죄학개론,U307,,30,,비영역과목,전체학년,,3,0
11435,경찰인사론,U324,,30,,비영역과목,전체학년,,3,0
12642,국제마케팅,U531,,30,,비영역과목,전체학년,,3,0
10863,분석화학,3124/3236,,30,,비영역과목,전체학년,,3,0
12138,전자기학1,M404,,30,,비영역과목,전체학년,,3,0
12504,전자기학1,M303,,30,,비영역과목,전체학년,,3,0
12515,원가회계,U507,,30,,비영역과목,전체학년,,3,0
12312,마케팅조사론,U509,,30,,비영역과목,전체학년,,3,0
11210,현대사회와관광,U212,,30,,비영역과목,전체학년,,3,0
11381,JAVA프로그래밍,M618,,30,,비영역과목,전체학년,,3,0
11664,JAVA프로그래밍,1502,,30,,비영역과목,전체학년,,3,0
12357,JAVA프로그래밍,M502,,30,,비영역과목,전체학년,,3,0
11436,경찰윤리론,U307,,30,,비영역과목,전체학년,,3,0
11328,C++프로그래밍,M303,,30,,비영역과목,전체학년,,3,0
10113,조직관리론,U402,,30,,비영역과목,전체학년,,3,0
10829,배드민턴1,X008,,30,,비영역과목,전체학년,,1,0
12866,배드민턴1,X008,,30,,비영역과목,전체학년,,1,0
10500,암호학,9428,,30,,비영역과목,전체학년,,3,0
12571,경찰과사회,U316,,30,,비영역과목,전체학년,,3,0
11211,관광자행동론,U305,,30,,비영역과목,전체학년,,3,0
12073,배드민턴2,X008,,30,,비영역과목,전체학년,,1,0
11156,탁구1,X008,,30,,비영역과목,전체학년,,1,0
13076,수질오염개론,3236,,30,,비영역과목,전체학년,,3,0
12592,물리화학1,9547,,30,,비영역과목,전체학년,,3,0
10554,유아미술교육,7313,,30,,비영역과목,전체학년,,3,0
10555,유아언어교육,7508,,30,,비영역과목,전체학년,,3,0
10556,유아언어교육,7508,,30,,비영역과목,전체학년,,3,0
11839,한국문화와사회,BI204,,30,,비영역과목,전체학년,,3,0
10355,노인복지론,U408,,30,,비영역과목,전체학년,,3,0
13203,상담이론과실제,7509,,30,,비영역과목,전체학년,,3,0
11665,JAVA프로그래밍실습,1504,,30,,비영역과목,전체학년,,1,0
11666,JAVA프로그래밍실습,1504,,30,,비영역과목,전체학년,,1,0
12358,JAVA프로그래밍실습,M520,,30,,비영역과목,전체학년,,1,0
12359,JAVA프로그래밍실습,M518,,30,,비영역과목,전체학년,,1,0
11680,C++프로그래밍실습,M319,,30,,비영역과목,전체학년,,1,0
13185,C++프로그래밍실습,M319,,30,,비영역과목,전체학년,,1,0
12502,회로이론실험1,M321,,30,,비영역과목,전체학년,,1,0
12503,회로이론실험1,M321,,30,,비영역과목,전체학년,,1,0
11840,한국현대영화의이해,BI101,,30,,비영역과목,전체학년,,3,0
10010,계통학,3518,,30,,비영역과목,전체학년,,3,0
13204,청소년활동,7509,,30,,비영역과목,전체학년,,3,0
11437,경찰생활안전론,U307,,30,,비영역과목,전체학년,,3,0
11841,한국사개론,BI204,,30,,비영역과목,전체학년,,3,0
12321,국제사회의이해,BI203,,30,,비영역과목,전체학년,,3,0
10077,생명공학,3518,,30,,비영역과목,전체학년,,3,0
10480,환경분석화학실습,9447,,30,,비영역과목,전체학년,,2,0
10481,환경분석화학실습,9447,,30,,비영역과목,전체학년,,2,0
10482,환경분석화학,9543,,30,,비영역과목,전체학년,,3,0
12501,디지털공학,M304,,30,,비영역과목,전체학년,,3,0
10579,보건조사방법론,9115,,30,,비영역과목,전체학년,,3,0
11667,의학용어,1502,,30,,비영역과목,전체학년,,3,0
13001,기초유전학,1701,,30,,비영역과목,전체학년,,3,0
13005,일반미생물학및실험,1302,,30,,비영역과목,전체학년,,3,0
12360,자료구조실습,M518,,30,,비영역과목,전체학년,,1,0
12361,자료구조실습,M518,,30,,비영역과목,전체학년,,1,0
11278,공학수학2,ML105,,30,,비영역과목,전체학년,,3,0
12521,복지국가론,U408,,30,,비영역과목,전체학년,,3,0
10130,기능해부학,1018,,30,,비영역과목,전체학년,,3,0
10580,병리학,1604,,30,,비영역과목,전체학년,,3,0
10061,의사소통과인간관계,1202,,30,,비영역과목,전체학년,,2,0
12055,의사소통과인간관계,1209,,30,,비영역과목,전체학년,,2,0
10131,재활의학,1404,,30,,비영역과목,전체학년,,3,0
11142,승마,G302,,30,,비영역과목,전체학년,,1,0
13095,전기전자회로,ML415,,30,,비영역과목,전체학년,,3,0
10581,보건통계학,9115,,30,,비영역과목,전체학년,,3,0
10623,분석화학실험1,3422,,30,,비영역과목,전체학년,,2,0
10032,의공학,1205,,30,,비영역과목,전체학년,,2,0
13205,평생교육프로그램개발론,7509,,30,,비영역과목,전체학년,,3,0
12587,스포츠마케팅,G203,,30,,비영역과목,전체학년,,2,0
12074,체육교육론,G302,,30,,비영역과목,전체학년,,2,0
13007,의료생물통계학및실습,1701,,30,,비영역과목,전체학년,,3,0
10830,구기스포츠1,X000,,30,,비영역과목,전체학년,,1,0
10831,스포츠의학용어,3330,,30,,비영역과목,전체학년,,2,0
10979,프로그래밍2,B103,,30,,비영역과목,전체학년,,2,0
10980,프로그래밍2,B103,,30,,비영역과목,전체학년,,2,0
10832,스포츠역학,3329,,30,,비영역과목,전체학년,,2,0
12322,한국엔터테인먼트,BI101,,30,,비영역과목,전체학년,,3,0
10754,손해보험,U521,,30,,비영역과목,전체학년,,3,0
10316,소화기학,,,30,,비영역과목,전체학년,,4.5,0
10317,성장과노화,,,30,,비영역과목,전체학년,,4,0
10318,심장학,,,30,,비영역과목,전체학년,,3.5,0
10319,신장요로생식학,,,30,,비영역과목,전체학년,,3.5,0
10320,내분비및핵의학,,,30,,비영역과목,전체학년,,3.5,0
10321,두경부학,,,30,,비영역과목,전체학년,,2,0
12374,컴퓨터아키텍쳐,M502,,30,,비영역과목,전체학년,,3,0
12139,기초공학수학,M404,,30,,비영역과목,전체학년,,3,0
12140,전기공학응용소프트웨어2,M419,,30,,비영역과목,전체학년,,3,0
11382,디지털로직,M610,,30,,비영역과목,전체학년,,3,0
11383,디지털로직LAB,M620,,30,,비영역과목,전체학년,,1,0
11384,디지털로직LAB,M620,,30,,비영역과목,전체학년,,1,0
11385,데이터구조LAB,M615,,30,,비영역과목,전체학년,,1,0
11386,데이터구조LAB,M615,,30,,비영역과목,전체학년,,1,0
11387,JAVA프로그래밍LAB,M615,,30,,비영역과목,전체학년,,1,0
11388,JAVA프로그래밍LAB,M615,,30,,비영역과목,전체학년,,1,0
11517,교육봉사활동,7514,,30,,비영역과목,전체학년,,2,0
10132,작업치료평가및실습,1308/1404,,30,,비영역과목,전체학년,,3,0
10557,유아논리및논술,6422,,30,,비영역과목,전체학년,,3,0
13150,비즈니스기획,U413/U1208,,30,,비영역과목,전체학년,,3,0
10069,의약공학개론,3329,,30,,비영역과목,전체학년,,3,0
10833,탄력저항운동의이론과실제,3330,,30,,비영역과목,전체학년,,2,0
